Unique ID,Type,Text,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 11,Label 12
50522,Funding Info,"New Partnership to Address the Issue of Air Quality in the World: <p> Today, UN Environment and the International Association of Athletics Federations (IAAF) have announced a new partnership to address the issue of air quality which is leading to 7 million deaths across the world. The partnership will be supported by the Climate and Clean Air Coalition (CCAC) who will be working to create an air quality monitoring network that will eventually link almost 1,000 athletics tracks around the world. </p>    <p> The five-year partnership was announced coinciding with the conclusion of the World Health Assembly in Geneva. Nearly 91% of the worldÕs population breathes air that does not meet World Health Organization air quality guideline levels. </p>    <p> By engaging a community of professional athletes, local and national governments, community leaders and a growing number of people worldwide who choose to run as their main form of exercise, the IAAF pledges to not only raise awareness about air pollution, but to contribute key data in the battle to combat it as well. </p>    <p> The key objectives of the partnership between IAAF, UN Environment and CCAC are: </p>    <p> - Create an air quality monitoring network by collecting data from all IAAF certified tracks around the world _ approximately 1,000 _ within five years. </p>    <p> - Work with international NGOs and partners to create a real time air quality database with global coverage. </p>    <p> - Create a major city network of air quality monitors that can help runners choose the best times to run in their cities </p>    <p> - Work with local and national governments to better understand the effects of air quality on the quality of life in communities. </p>    <p> - Study the correlation of air quality on the performance of athletes (with the IAAF Health and Science Department) </p>    <p> - Lead and join global campaigns for cleaner air </p>    <p> Expanding their commitment beyond the issue of air pollution, the IAAF further pledged to introduce measures to reduce plastics at future IAAF events and also encourage IAAF member federations and permit meetings to follow suit. </p>",3.9.1 - Mortality rate attributed to household and ambient air pollution,3.d.1 - International Health Regulations (IHR) capacity and health emergency preparedness,3.3.5 - Number of people requiring interventions against neglected tropical diseases,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,Open Opp,"Behavioral Science Track Award for Rapid Transition (B/Start): <p class=""regulartext""><strong>Purpose</strong></p>    <p class=""regulartext"">The R03 grant mechanism supports different types of projects including pilot and feasibility studies; secondary analysis of existing data; small, self-contained research projects; development of research methodology; and development of new research technology. Through support of this R03 mechanism, the National Institute on Drug Abuse (NIDA) seeks to facilitate the entry of beginning investigators into drug addiction research by inviting applications that address behavioral processes and mechanisms, including their neurobiological substrates at all levels of analysis. NIDA invites newly independent investigators to submit applications for small scale, innovative pilot projects related to NIDA's behavioral sciences mission. The B/START award is intended to enable an investigator to gather preliminary data to support the submission of a subsequent research project grant.</p>    <p class=""regulartext""><strong>General Background</strong></p>    <p class=""regulartext"">Understanding behavior at all levels of analysis (e.g., from neurobiological mechanisms to epidemiology) is fundamental to understanding drug abuse and addiction. &nbsp;To be appropriate for a B/START, research must be primarily focused on contemporary behavioral research questions in drug abuse or addiction. &nbsp;Thus, research on neural, genetic, epigenetic or other biological processes would be appropriate only if the overall emphasis is on understanding behavioral phenomena. &nbsp;Research approaches with animal models, human laboratory or field-based studies, or clinically-oriented studies are all supported by the B/START mechanism.</p>    <p class=""regulartext"">NIDA supports basic, epidemiological, clinical, treatment, services and prevention research investigating the causes and consequences of drug abuse and addiction including research at the intersection of HIV/AIDS and drug abuse. A number of areas of behavioral research are identified as high priority. For example, behavioral research on tobacco smoking is an area of high priority at NIDA (including use of e cigarettes and alternate forms of nicotine delivery).&nbsp; Tobacco smoking is the single most preventable cause of death in the United States, and NIDA supports a portfolio of basic and applied research that has potential to inform understanding of, and interventions for, the incidence and prevalence of smoking. &nbsp;Similarly, smoking, and drug abuse more generally, are often co-morbid with other psychiatric disorders such as schizophrenia, depression and anxiety.&nbsp; Behavioral research aimed at understanding the co-morbid expression of drug abuse and addiction with other psychiatric disorders is of interest to NIDA. Investigations on prescription drug abuse, particularly in adolescent populations, are also included in NIDA's current priorities. Also, research designed to develop behavioral interventions that are effective alone or in combination with pharmacological approaches is another high priority area that might be the focus of a B/START grant. &nbsp;</p>    <p class=""regulartext"">Behavioral research is needed to increase the success of abstinence and prevent relapse.&nbsp; Thus, NIDA is also interested in supporting research on novel interventions for preventing and treating drug abuse and addiction including behavioral, environmental, neurobiological or pharmacological approaches. In the area of treatment, NIDA is also interested in the use of cognitive and behavioral interventions to improve treatment outcomes, as well as in the use of pharmacotherapies as adjuncts to increase the effectiveness of behavioral therapy. &nbsp;Application of emerging approaches and techniques in electronic- and mobile health, and social media, in general, to drug abuse and addiction is critical for developing cutting edge behaviorally-oriented treatment and prevention strategies.</p>    <p class=""regulartext"">An expanding area is an interest in vulnerability phenotypes or individual differences, characterized at all levels of analysis.&nbsp; Vulnerability is of interest across all phases of abuse from initiation through maintenance, including cessation/abstinence and relapse, including the development of uncontrollable compulsive use. &nbsp;Another priority area focuses on exciting new research in epigenetics. &nbsp;Behavioral and environmental factors alter gene expression which consequently affects adaptive responding and the vulnerability for drug abuse.&nbsp; The potential of epigenetics research to illuminate the complexity of gene by environment interactions is just beginning to be realized.&nbsp; Lastly, research on marijuana use during development and in particular, effects of cannabinoids and other drugs of abuse on cognitive processes including cognitive flexibility, decision making and risk taking is a high priority area.</p>    <p class=""regulartext"">Proposed research may address these priorities or other drug abuse or addiction topics across the lifespan, as pre-natal or early life exposure/influences, adolescent vulnerability or as drug abuse issues specific to an aging population. &nbsp;In all proposed research, investigators are encouraged to consider designing the research to permit an analysis of data by sex/gender (see https://grants.nih.gov/grants/guide/notice-files/NOT-OD-15-102.html).&nbsp; In addition, in submitting applications for this FOA, NIDA expects applicants to consider the general strengths and weaknesses of the prior research being cited by the investigator as crucial to support the application. It is expected that this consideration of general strengths and weaknesses could include attention to the rigor of the previous experimental designs, as well as the incorporation of relevant biological variables and authentication of key resources (https://grants.nih.gov/grants/guide/notice-files/NOT-OD-15-103.html).&nbsp;</p>    <p class=""regulartext"">Research proposed for B/START support need not be conducted with drug-abusing populations or involve the administration of drugs; however, relevance of the research to drug abuse or drug addiction must be clearly established in the application.&nbsp; Moreover, the research should be guided by contemporary questions and techniques that ultimately will move the field forward.&nbsp; The application of computational approaches and secondary data analysis are both appropriate for the B/Start mechanism.</p>    <p class=""regulartext"">All areas of behavioral research related to drug abuse are sought under this announcement including (a) animal and human basic behavioral research aimed at elucidating underlying behavioral mechanisms, determinants and correlates of drug abuse and characterizing the consequences of drug abuse and addiction; (b) research incorporating neural and other biological approaches if the research has a primary focus on behavior; (c) drug abuse epidemiology, risk and protective factors, treatment, prevention, and drug abuse services; and (d) behavioral research at the intersection of drug abuse and HIV/AIDS and other infectious diseases.</p>    <p class=""regulartext""><strong>Special Considerations</strong></p>    <p class=""regulartext"">HIV/AIDS Counseling and Testing Policy for the National Institute on Drug Abuse:&nbsp; In light of recent significant advances in rapid testing for HIV and in effective treatments for HIV, NIDA has revised its 2001 policy on HIV counseling and testing.&nbsp; NIDA-funded researchers are strongly encouraged to provide and/or refer research subjects to HIV risk reduction education and education about the benefits of HIV treatment, counseling and testing, referral to treatment, and other appropriate interventions to prevent acquisition and transmission of HIV.&nbsp; This policy applies to all NIDA funded research conducted domestically or internationally.&nbsp; For more information see&nbsp;<a href=""https://grants.nih.gov/grants/guide/notice-files/NOT-DA-07-013.html"">https://grants.nih.gov/grants/guide/notice-files/NOT-DA-07-013.html</a>.</p>    <p class=""regulartext"">National Advisory Council on Drug Abuse Recommended Guidelines for the Administration of Drugs to Human Subjects:&nbsp; The National Advisory Council on Drug Abuse (NACDA) recognizes the importance of research involving the administration of drugs with abuse potential, and dependence or addiction liability, to human subjects.&nbsp;&nbsp; Potential applicants are encouraged to obtain and review these recommendations of Council before submitting an application that will administer compounds to human subjects.&nbsp; The guidelines are available on NIDA's Web site at&nbsp;<a href=""http://www.nida.nih.gov/about/organization/nacda/CouncilStatement.html"">http://www.nida.nih.gov/about/organization/nacda/CouncilStatement.html</a>.</p>    <p class=""regulartext"">Points to Consider Regarding Tobacco Industry Funding of NIDA Applicants: The National Advisory Council on Drug Abuse (NACDA) encourages NIDA and its grantees to consider the points it has set forth with regard to existing or prospective sponsored research agreements with tobacco companies or their related entities and the impact of acceptance of tobacco industry funding on NIDA's credibility and reputation within the scientific community. &nbsp;Please see (<a href=""http://ww2.drugabuse.gov/about/organization/nacda/points-to-consider.html"">http://ww2.drugabuse.gov/about/organization/nacda/points-to-consider.html</a>) for details.</p>    <p class=""regulartext"">Data Harmonization for Substance Abuse and Addiction via the PhenX Toolkit: &nbsp;NIDA strongly encourages investigators involved in human-subjects studies to employ a common set of tools and resources that will promote the collection of comparable data across studies and to do so by incorporating the measures from the Core and Specialty collections, which are available in the Substance Abuse and Addiction Collection of the PhenX Toolkit (<a title=""Link to Non-U.S. Government Site"" href=""http://www.phenxtoolkit.org/"">www.phenxtoolkit.org</a>). &nbsp;Please see NOT-DA-12-008 (<a href=""https://grants.nih.gov/grants/guide/notice-files/NOT-DA-12-008.html"">https://grants.nih.gov/grants/guide/notice-files/NOT-DA-12-008.html</a>) for further details.</p>; <div class=""heading2""><strong>Award Information</strong></div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Funding Instrument</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">Grant: A support mechanism providing money, property, or both to an eligible entity to carry out an approved project or activity.</p>    </div>    </div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Application Types Allowed</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">New&nbsp;<br />Resubmission</p>    <p class=""regulartext"">The&nbsp;<a href=""https://grants.nih.gov/grants/guide/url_redirect.htm?id=11116"">OER Glossary</a>&nbsp;and the SF424 (R&amp;R) Application Guide provide details on these application types.</p>    </div>    </div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Clinical Trial?</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">Optional: Accepting applications that either propose or do not propose clinical trial(s)</p>    <p class=""regulartext""><a href=""https://grants.nih.gov/grants/guide/url_redirect.htm?id=82370"">Need help determining whether you are doing a clinical trial?</a></p>    </div>    </div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Funds Available and Anticipated Number of Awards</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">The number of awards is contingent upon NIH appropriations and the submission of a sufficient number of meritorious applications.</p>    </div>    </div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Award Budget</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">The project period is not to exceed one year and a budget of direct costs of up to three $25,000 modules, or $75,000, may be requested. Commensurate Facilities and Administrative (F&amp;A) costs are allowed.</p>    </div>    </div>    <div class=""row"">    <div class=""col-md-4 datalabel""><strong>Award Project Period</strong></div>    <div class=""col-md-8 datacolumn"">    <p class=""regulartext"">The maximum period is one year</p>    </div>    </div>; <div class=""heading3""><strong>Eligible Applicants</strong></div>    <div class=""heading4""><strong>Eligible Organizations</strong></div>    <p class=""regulartext"">Higher Education Institutions</p>    <ol>    <ol>    <ul>    <li>Public/State Controlled Institutions of Higher Education</li>    <li>Private Institutions of Higher Education</li>    </ul>    </ol>    </ol>    <p class=""P_SingleIndent"">The following types of Higher Education Institutions are always encouraged to apply for NIH support as Public or Private Institutions of Higher Education:</p>    <ol>    <ol>    <ul>    <ul>    <li>Hispanic-serving Institutions</li>    <li>Historically Black Colleges and Universities (HBCUs)</li>    <li>Tribally Controlled Colleges and Universities (TCCUs)</li>    <li>Alaska Native and Native Hawaiian Serving Institutions</li>    <li>Asian American Native American Pacific Islander Serving Institutions (AANAPISIs)</li>    </ul>    </ul>    </ol>    </ol>    <p class=""regulartext"">Nonprofits Other Than Institutions of Higher Education</p>    <ol>    <ol>    <ul>    <li>Nonprofits with 501(c)(3) IRS Status (Other than Institutions of Higher Education)</li>    <li>Nonprofits without 501(c)(3) IRS Status (Other than Institutions of Higher Education)</li>    </ul>    </ol>    </ol>    <p class=""regulartext"">For-Profit Organizations</p>    <ol>    <ol>    <ul>    <li>Small Businesses</li>    <li>For-Profit Organizations (Other than Small Businesses)</li>    </ul>    </ol>    </ol>    <p class=""regulartext"">Governments</p>    <ol>    <ol>    <ul>    <li>State Governments</li>    <li>County Governments</li>    <li>City or Township Governments</li>    <li>Special District Governments</li>    <li>Indian/Native American Tribal Governments (Federally Recognized)</li>    <li>Indian/Native American Tribal Governments (Other than Federally Recognized)</li>    <li>Eligible Agencies of the Federal Government</li>    <li>U.S. Territory or Possession</li>    </ul>    </ol>    </ol>    <p class=""regulartext"">Other</p>    <ol>    <ol>    <ul>    <li>Independent School Districts</li>    <li>Public Housing Authorities/Indian Housing Authorities</li>    <li>Native American Tribal Organizations (other than Federally recognized tribal governments)</li>    <li>Faith-based or Community-based Organizations</li>    <li>Regional Organizations</li>    </ul>    </ol>    </ol>    <div class=""heading4"">Foreign Institutions</div>    <p class=""regulartext"">Non-domestic (non-U.S.) Entities (Foreign Institutions)&nbsp;<strong>are not</strong>&nbsp;eligible to apply.<br />Non-domestic (non-U.S.) components of U.S. Organizations&nbsp;<strong>are not</strong>&nbsp;eligible to apply.<br />Foreign components, as&nbsp;<a href=""https://grants.nih.gov/grants/guide/url_redirect.htm?id=11118"">defined in the&nbsp;<em>NIH Grants Policy Statement</em></a>,&nbsp;<strong>are not</strong>&nbsp;allowed.</p>",3.b.2 - Total net official development assistance to medical research and basic health sector,"3.5.1 - Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders",3.4.2 - Suicide mortality rate,3.a.1 - Age-standardized prevalence of current tobacco use among persons aged 15 years and older,NA,NA,NA,NA,NA,NA,NA,NA
231696,Contract,Provision of Sanitation Equipment for Schools,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274362,Tender,"Rehabilitation, Equipment, Training, Quality Assurance and Maintenance of Health System; ; <p>Strengthening the health system in C&ocirc;te d' Ivoire - Component 1</p>    <p>Component 1: Rehabilitation, equipment, training, quality assurance and maintenance</p>    <p>Tender-No.: BMZ-Nr&nbsp;: 2016 68 102</p>    <p>Brief description of the services advertised:</p>    <p>Within the framework of German development cooperation with the C&ocirc;te d' Ivoire, the project "" Strengthening the health system in the C&ocirc;te d' Ivoire"" comprises two components. This call for expressions of interest concerns only component 1 ""Rehabilitation, equipment, training, quality assurance and maintenance"".</p>    <p>Note: Download document in French!</p>;",3.b.2 - Total net official development assistance to medical research and basic health sector,3.c.1 - Health worker density and distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220493,Contract,Community Based Diabetes Management,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265592,Tender,"Procurement of Firmagon; ; ; <p><strong>Request for Quotation</strong></p>    <p>RFQ UNDP HIST 20-17</p>    <p>Dear Sir / Madam:</p>    <p>We kindly request you to submit a quotation for the supply of Firmagon 80 mg and Firmagon 120 mg powder for injection as detailed in Annex 1 of this RFQ. When preparing your quotation, please be guided by the form attached hereto as Annex 1. Kindly note the information highlighted in yellow in Annex 1 must be completed as part of your offer submission.</p>    <p>Quotations must be submitted on or before <strong>Tuesday, 10th of October 2017 at 16:00 hours CET (Copenhagen, Denmark) time: GMT+2</strong> and via email to pranisha.bajracharya@undp.org.</p>    <p>Quotations submitted by email must be limited to a maximum of 5 MB, virus-free and no more than two email transmissions. They must be free from any form of virus or corrupted contents, or the quotations shall be rejected.</p>    <p>It shall remain your responsibility to ensure that your quotation reaches the above address on or before the deadline. Quotations that are received by UNDP after the deadline indicated above, for whatever reason, shall not be considered for evaluation. Kindly ensure that submissions are signed and in the .pdf format, and free from any virus or corrupted files.</p>    <p>Goods offered shall be reviewed based on completeness and compliance of the quotation with the specifications and requirements described in documents Annex 1 to this RFQ and any other annexes providing details of requirements.</p>    <p>Any discrepancy between the unit price and the total price (obtained by multiplying the unit price and quantity) shall be re-computed by UNDP. In the circumstances of any such discrepancy the unit price shall prevail and the total price shall be corrected. If the supplier does not accept the final price based on UNDP&rsquo;s re-computation and correction of errors, the quotation will be rejected.</p>    <p>Any Purchase Order that will be issued as a result of this RFQ shall be subject to the UNDP General Terms and Conditions (see<br /><a href=""http://www.undp.org/content/dam/undp/documents/procurement/documents/General%20Terms%20and%20Conditions%20for%20Goods%20-%20English.pdf"">http://www.undp.org/content/dam/undp/documents/procurement/documents/General%20Terms%20and%20Conditions%20for%20Goods%20-%20English.pdf</a> ). By submitting an offer in response to this RFQ, the bidder confirms acceptance of the above referred UNDP General Terms and Conditions.</p>    <p>UNDP is not bound to accept any quotation, nor award a contract/Purchase Order, nor be responsible for any costs associated with a Supplier&rsquo;s preparation and submission of a quotation, regardless of the outcome or the manner of conducting the selection process.</p>",3.b.3 - Proportion of health facilities that have a core set of relevant essential medicines available and affordable on a sustainable basis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222226,Contract,Ensuring Safe Water Supplies and Safeguard Public Health by Improving the Capacity of African Water Utilities,"3.9.2 - Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279224,Tender,"Provision of Magnetic Resonance imaging System (MRI); ; <p><strong>OPPORTUNITY BACKGROUND</strong></p>    <div class=""reportRow"">&nbsp;</div>    <div class=""reportRow"">&nbsp;</div>    <p><strong>Type of notice :&nbsp;</strong>Invitation to bid<strong><br />Registration level</strong> : Basic<strong><br />Title</strong> : Magnetic Resonance imaging System (MRI)<strong><br />UN organization : </strong>United Nations Office for Project Services<strong><br />Reference</strong> : ITB/2018/3207<strong><br />Published</strong> : 13-Feb-2018<strong><br />Deadline</strong> : 24-Feb-2018 10:00<strong><br />Time zone</strong> : (GMT 0.00) Western Europe Time, London, Lisbon, Casablanca</p>; <p><strong>OPPORTUNITY STRUCTURE</strong></p>    <p><strong>SCOPE OF QUOTATION</strong></p>    <p>Bidders are invited to submit a quotation for the goods and/or services specified in the document titled Section II: Schedule of Requirements, in accordance with this RFQ.</p>    <p><strong>INTERPRETATION OF THE RFQ</strong></p>    <p>This RFQ is an invitation to treat and shall not be construed as an offer capable of being accepted or as creating any contractual, other legal or restitutionary rights.</p>    <p>This RFQ is conducted in accordance with the applicable provisions of UNOPS Procurement Manual (latest version of which can be accessed at: https://www.unops.org/english/Opportunities/suppliers/how-weprocure/Pages/default.aspx) and other relevant Organisational Directives and Administrative Instructions that are referred to in the Procurement Manual. In case of contradictions between this RFQ and the UNOPS Procurement Manual, the UNOPS Procurement Manual shall prevail.</p>    <p><strong>BIDDER ELIGIBILITY</strong></p>    <p>Bidders may be a private, public or government-owned legal entity or any association with legal capacity to enter into a binding Contract with UNOPS.</p>    <p>A Bidder shall not have a conflict of interest. A bidder shall be considered to have a conflict of interest if:</p>    <ul>    <li>A Bidder has a close business or family relationship with a UNOPS personnel who: (i) are directly or indirectly involved in the preparation of the bidding documents or specifications of the contract, and/or the bid evaluation process of such contract; or (ii) would be involved in the implementation or supervision of such contract;</li>    <li>A Bidder is associated, or has been associated in the past, directly or indirectly, with a firm or any of its affiliates which have been engaged by UNOPS to provide consulting services for the preparation of the design, specifications, and other documents to be used for the procurement of the goods, services or works required in the present procurement process;</li>    <li>A Bidder has an interest in other bidders, including when they have common ownership and/or management. Bidders shall not submit more than one bid, except for alternative offers, if permitted. This will result in the disqualification of all bids in which the Bidder is involved. This includes situations where a firm is the Bidder in one bid and a sub-contractor on another; however, this does not limit the inclusion of a firm as a sub-contractor in more than one bid.</li>    </ul>    <p>Bidders must disclose any actual or potential conflict of interest in the Quotation Submission Form and they shall be deemed ineligible for this procurement process unless such conflict of interest is resolved in a manner acceptable to UNOPS. Failure to disclose any actual or potential conflict of interest may lead to the Bidder being sanctioned further to UNOPS policy on vendor sanctions.</p>    <p>A Bidder shall not be eligible to submit a quotation if and when at the time of quotation submission, the Bidder:</p>    <ul>    <li>is included in the Ineligibility List, hosted by UNGM, that aggregates information disclosed by UNOPS (UNOPS Ineligibility List) and other Agencies, Funds or Programs of the UN System;</li>    <li>is included in the Consolidated United Nations Security Council Sanctions List, including the UN Security Council Resolution 1267/1989 list;</li>    <li>is included in the World Bank Corporate Procurement Listing of Non-Responsible Vendors and World Bank Listing of Ineligible Firms and Individuals.</li>    <li>is included in any other Ineligibility List from a UNOPS partner and if so listed in the Tender Particulars section.</li>    <li>is currently suspended from doing business with UNOPS and removed from its vendor database(s), for reasons other than engaging in proscribed practices as defined in the UNOPS Procurement Manual.</li>    </ul>    <p>All Bidders are expected to embrace the principles of the United Nations Supplier Code of Conduct, given that it originates from the core values of the Charter of the United Nations. UNOPS also expects all its suppliers to adhere to the principles of the United Nations Global Compact.</p>    <p><strong>CLARIFICATION OF THE RFQ</strong></p>    <p>Bidders may request clarification in relation to the RFQ by submitting a written request using the Clarifications request functionality of the eSourcing system, until the time stated in the Tender Particulars section. Explanations or interpretations provided by personnel other than through this means will not be considered binding or official.</p>    <p><strong>REMUNERATION FOR AND COSTS OF QUOTATIONS</strong></p>    <p>Bidders shall not be entitled to any remuneration or compensation for the preparation and submission of their quotation.</p>    <p><strong>QUOTATION CURRENC(IES)</strong></p>    <p>The quotation shall be made in the currenc(ies) stated in the Tender Particulars section. If applicable, for comparison and evaluation purposes, UNOPS will convert the quotations into USD at the official United Nations rate of exchange in force at the time of the deadline for quotation Submission.</p>    <p>UNOPS reserves the right not to reject any quotation submitted in a currency other than the mandatory bidding currenc(ies). UNOPS may accept quotation s submitted in another currency than stated above if the Bidder confirms during clarification of quotations in writing that it will accept a Contract issued in the mandatory quotation currency and that for conversion the official United Nations operational rate of exchange of the day of RFQ deadline as stated in the Tender Particulars section shall apply. Regardless of the currency of quotations received, the Contract will always be issued and subsequent payments will be made in the mandatory bidding currency above. Rates in quotations shall be fixed. Quotations with adjustable rates shall be disqualified.</p>",3.b.2 - Total net official development assistance to medical research and basic health sector,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51027,Funding Info,"Afghanistan's Country Programme for Sexual Health and Gender Equality (2015-2019): <p>In 2012, Afghanistan ranked 175 out of 186 countries on the human development index, according to the Human Development Report 2013. While 36 per cent of the population is reported to live below the poverty line, levels as high as 72 per cent in some provinces point to significant disparities. In 2012, the World Bank reported gross national income per capita at $680.    Extreme dependence on external aid and economic distortions stemming from the security response to counter-insurgency and the illicit opium trade have undermined the resilience of the Afghan people. Furthermore, a drop in donor funding, the withdrawal of international military forces, 2014 elections and the expanding opium production have created growing uncertainty about the    economic and political future.</p>        </p>Political instability, natural disasters, influx of refugees and internal displacement make the country prone to humanitarian crises. More than half a million people are internally displaced due to ongoing war and recurrent droughts and floods. While the country has a national disaster risk management strategy, a gender-sensitive, rights based approach remains a challenge.        <p>The proposed programme, 2015-2019, builds on three previous UNFPA country programme cycles and is aligned with national priorities as reflected in the Afghanistan National Development Strategy 2008-13 and national sectoral strategies. It is also aligned with the UNFPA strategic plan, 2014-2017, grounded in human rights and gender equality principles, incorporates Islamic values, and contributes to UNDAF priorities. The programme will continue in the selected provinces to ensure thematic convergence, and will leverage partnerships and resources in order to integrate successful interventions into public sector systems, with the aim of scaling up and for the sake of sustainability.</p>            </p>Outcome 1: Sexual and reproductive health </p>        </p>Outcome 2: Adolescents and youth </p>        </p>Outcome 3: Gender equality and womenÕs empowerment</p>            <p>UNFPA will primarily use national execution led by the Government and non-governmental organizations and will collaborate with other United Nations organizations, particularly the United Nations ChildrenÕs Fund, the United Nations Entity for Gender Equality and the Empowerment of Women, and the World Health Organization.</p>",3.7.1 - Proportion of women of reproductive age (aged 15_49 years) who have their need for family planning satisfied with modern methods,"3.7.2 - Adolescent birth rate (aged 10_14 years; aged 15_19 years) per 1,000 women in that age group",3.1.1 - Maternal mortality ratio,3.2.1 - Under-5 mortality rate,NA,NA,NA,NA,NA,NA,NA,NA
219067,Contract,Reduction of Blindness Due to Diabetes,"3.4.1 - Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257605,Tender,"Procurement of Entomological Supplies; ; <div class=""reportRow""><strong><span class=""value""><label for=""Description"">Description</label></span></strong></div>    <div class=""raw clear"">    <p>RFQ 30601 - Entomological supplies for Zimbabwe as per attached</p>    </div>; <p><strong>Requirements</strong></p>    <ul>    <li>Epsilon Traps</li>    <li>Methyl Ethyl Ketone</li>    <li>3n Phenol</li>    <li>Octenol</li>    <li>4m Phenol</li>    <li>Lay flat tubing - 250 gauge, 2"" wide, clear (rolls). Each roll approxiamteley 336 meters</li>    <li>Heat sealer, providing gripping, cutting and sealing with a 2 mm strong water and airtight seal, complete with spare parts.</li>    </ul>",3.b.2 - Total net official development assistance to medical research and basic health sector,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
